Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodAge,IsRemodeled,TotalLivingArea,BsmtFinType1_ord,BsmtFinType2_ord,FinishedBsmtSF,FinishedBsmtRatio,OverallQC,QualCondGap,TotalPorchSF,HasPorch,HasDeck,HasPool,HasFireplace,HasAlley,IsPavedStreet,SaleSeason,TotalBath,RoomDensity,HasGarage,GarageAge,GarageAreaPerCar,GarageQual_ord,GarageCond_ord,GarageQC,HasMasVnr,LotShapeRatio
1147,20,RL,67.0,11200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258.0,Unf,0.0,40,1298.0,GasA,TA,Y,SBrkr,1298,0,0,1298,1.0,0.0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985.0,Unf,2.0,403.0,TA,TA,Y,165,26,0,0,0,0,None,None,None,0,5,2006,WD,Normal,180000.0,21,21,0,2596.0,6.0,1.0,1258.0,0.968437259430331,30,1,26,1,1,0,1,0,1,Spring,3.0,216.33333333333334,1,21.0,134.33333333333334,3,3,9,1,0.6271643462499422
1148,70,RL,75.0,12000,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275.0,Unf,0.0,429,704.0,GasA,Ex,Y,SBrkr,860,704,0,1564,0.0,0.0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941.0,Unf,1.0,234.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,174500.0,68,59,1,2268.0,3.0,1.0,275.0,0.3900709219858156,49,0,0,0,0,0,1,0,1,Summer,1.5,195.5,1,68.0,117.0,3,3,9,0,0.6784597351927236
1149,50,RM,60.0,5700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,572,572.0,GasA,TA,Y,SBrkr,572,539,0,1111,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,1.0,288.0,TA,TA,Y,0,0,176,0,0,0,None,None,None,0,8,2008,WD,Normal,116900.0,82,58,1,1683.0,1.0,1.0,0.0,0.0,49,0,176,1,0,0,1,0,1,Summer,1.0,185.16666666666666,1,26.0,144.0,3,3,9,0,0.784330700326803
1150,70,RM,50.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624.0,Unf,0.0,26,650.0,GasA,Ex,Y,SBrkr,832,650,0,1482,0.0,1.0,1,0,3,1,TA,7,Typ,0,None,Detchd,1930.0,Unf,2.0,324.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,143000.0,89,21,1,2132.0,5.0,1.0,624.0,0.9585253456221198,63,-2,0,0,0,0,0,0,1,Summer,1.5,185.25,1,79.0,108.0,3,3,9,0,0.5215486709915067
1151,20,RL,57.0,8280,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,932,932.0,GasA,Ex,Y,FuseA,932,0,0,932,0.0,0.0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,1950.0,Unf,1.0,306.0,TA,TA,Y,0,0,214,0,0,0,None,GdPrv,None,0,11,2007,WD,Normal,124000.0,57,57,0,1864.0,1.0,1.0,0.0,0.0,30,1,214,1,0,0,1,0,1,Fall,1.0,186.4,1,57.0,153.0,3,3,9,0,0.6196022229413287
1152,20,RL,134.0,17755,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,Unf,0.0,1290,1466.0,GasA,TA,Y,SBrkr,1466,0,0,1466,0.0,0.0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,2.0,528.0,TA,TA,Y,0,140,0,0,100,0,None,None,None,0,11,2006,WD,Normal,149900.0,47,47,0,2932.0,4.0,1.0,176.0,0.11997273346966598,20,1,240,1,0,0,1,0,1,Fall,1.5,209.42857142857142,1,47.0,176.0,3,3,9,1,0.9981534958172398
1153,20,RL,90.0,14115,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,296.0,GLQ,547.0,230,1073.0,GasA,Ex,Y,SBrkr,1811,0,0,1811,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,2.0,470.0,TA,TA,Y,0,0,280,0,0,0,None,None,None,0,7,2006,WD,Abnorml,230000.0,50,2,1,2884.0,5.0,6.0,843.0,0.7849162011173184,42,-1,280,1,0,0,1,0,1,Summer,1.0,258.7142857142857,1,50.0,156.66666666666666,3,3,9,0,0.7512109177244638
1154,30,RM,60.0,5890,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0.0,278,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,2002.0,Unf,1.0,432.0,TA,TA,Y,0,0,96,0,0,0,None,None,None,0,6,2008,WD,Normal,120500.0,78,1,1,1632.0,5.0,1.0,538.0,0.6585067319461444,48,-2,96,1,0,0,0,0,1,Summer,1.0,136.0,1,6.0,216.0,3,3,9,0,0.7717405544309686
1155,60,RL,73.0,13700,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454.0,Unf,0.0,410,864.0,GasA,TA,Y,SBrkr,902,918,0,1820,0.0,0.0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965.0,Unf,2.0,492.0,TA,TA,Y,60,84,0,0,273,0,None,GdPrv,None,0,5,2008,WD,Normal,201800.0,43,20,1,2684.0,5.0,1.0,454.0,0.5248554913294797,42,1,357,1,1,0,1,0,1,Spring,2.0,202.22222222222223,1,43.0,164.0,3,3,9,1,0.6183977615026882
1156,20,RL,90.0,10768,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157.0,Unf,0.0,280,1437.0,GasA,TA,Y,SBrkr,1437,0,0,1437,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976.0,RFn,2.0,528.0,TA,TA,Y,0,21,0,0,180,0,None,None,None,0,7,2007,WD,Normal,218000.0,31,3,1,2874.0,5.0,1.0,1157.0,0.8045897079276774,40,-3,201,1,0,0,1,0,1,Summer,3.0,205.28571428571428,1,31.0,176.0,3,3,9,0,0.859032940946638
1157,80,RL,85.0,9350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633.0,Unf,0.0,586,1219.0,GasA,Gd,Y,SBrkr,1265,0,0,1265,0.0,1.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965.0,RFn,2.0,502.0,TA,TA,Y,0,92,0,96,0,0,None,MnPrv,None,0,10,2008,WD,Normal,179900.0,43,9,1,2484.0,5.0,1.0,633.0,0.5188524590163934,40,-3,188,1,0,0,1,0,1,Fall,2.5,180.71428571428572,1,43.0,167.33333333333334,3,3,9,0,0.8700512175067738
1158,120,RL,34.0,5001,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,410,1314.0,GasA,Ex,Y,SBrkr,1314,0,0,1314,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,626.0,TA,TA,Y,172,62,0,0,0,0,None,None,None,0,7,2009,WD,Normal,230000.0,2,1,1,2628.0,6.0,1.0,904.0,0.6874524714828897,35,2,62,1,1,0,1,0,1,Summer,3.0,187.71428571428572,1,1.0,208.66666666666666,3,3,9,1,0.47408069206405035
1159,20,RL,92.0,11932,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1580,1580.0,GasA,Ex,Y,SBrkr,1580,0,0,1580,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2008.0,RFn,3.0,830.0,TA,TA,Y,0,24,0,0,0,0,None,None,None,0,6,2008,ConLD,Partial,235128.0,1,0,1,3160.0,1.0,1.0,0.0,0.0,40,3,24,1,0,0,0,0,1,Summer,2.0,197.5,1,0.0,207.5,3,3,9,1,0.834590553017696
1160,60,RL,76.0,9120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442.0,Unf,0.0,459,901.0,GasA,TA,Y,SBrkr,943,933,0,1876,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974.0,RFn,2.0,540.0,Gd,TA,Y,0,69,0,0,0,0,None,None,None,0,7,2008,WD,Normal,185000.0,34,34,0,2777.0,5.0,1.0,442.0,0.49002217294900224,36,0,69,1,0,0,1,0,1,Summer,2.5,208.44444444444446,1,34.0,180.0,4,3,12,1,0.7875754493780567
1161,160,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311.0,Unf,0.0,544,855.0,GasA,Fa,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2.0,440.0,TA,TA,Y,26,0,0,0,0,0,None,None,None,0,7,2010,WD,Normal,146000.0,32,32,0,2311.0,5.0,1.0,311.0,0.3633177570093458,30,1,0,0,1,0,1,0,1,Summer,2.5,182.0,1,32.0,146.66666666666666,3,3,9,0,0.49231430148577393
1162,20,RL,70.0,14778,Pave,None,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0.0,568,1296.0,GasA,Ex,Y,SBrkr,1640,0,0,1640,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2.0,924.0,TA,TA,Y,108,0,0,216,0,0,None,None,None,0,11,2008,WD,Normal,224000.0,54,2,1,2936.0,4.0,1.0,728.0,0.5612952968388589,42,-1,216,1,1,0,1,0,1,Fall,2.0,205.0,1,15.0,308.0,3,3,9,1,0.5711264686694877
1163,20,RL,109.0,8724,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492.0,Unf,0.0,402,894.0,GasA,Gd,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968.0,Fin,2.0,450.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,129000.0,39,39,0,1788.0,4.0,1.0,492.0,0.5497206703910614,25,0,0,0,0,0,1,0,1,Spring,1.0,149.0,1,39.0,150.0,3,3,9,0,1.1546322070325183
1164,90,RL,60.0,12900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198.0,Unf,0.0,0,1198.0,GasA,TA,Y,SBrkr,1258,0,0,1258,2.0,0.0,0,2,0,2,TA,6,Typ,0,None,CarPort,1969.0,Unf,2.0,400.0,Fa,TA,Y,120,0,0,0,0,0,None,None,None,0,1,2008,WD,Alloca,108959.0,39,39,0,2456.0,6.0,1.0,1198.0,0.9991659716430359,16,0,0,0,1,0,0,0,1,Winter,3.0,179.71428571428572,1,39.0,133.33333333333334,2,3,6,0,0.5236599748011729
1165,80,RL,80.0,16157,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680.0,Rec,391.0,289,1360.0,GasA,Ex,Y,SBrkr,1432,0,0,1432,1.0,0.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978.0,Unf,2.0,588.0,TA,TA,Y,168,180,0,0,0,0,None,None,None,0,6,2007,WD,Normal,194000.0,29,29,0,2792.0,5.0,3.0,1071.0,0.786921381337252,35,-2,180,1,1,0,1,0,1,Summer,2.5,238.66666666666666,1,29.0,196.0,3,3,9,0,0.6244624333713273
1166,20,RL,79.0,9541,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1502,1502.0,GasA,Ex,Y,SBrkr,1502,0,0,1502,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2009.0,RFn,2.0,644.0,TA,TA,Y,0,114,0,0,0,0,None,None,None,0,9,2009,New,Partial,233170.0,0,0,0,3004.0,1.0,1.0,0.0,0.0,35,2,114,1,0,0,0,0,1,Fall,2.0,187.75,1,0.0,214.66666666666666,3,3,9,1,0.8005833713737903
1167,20,RL,64.0,10475,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1694,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2008.0,RFn,3.0,776.0,TA,TA,Y,160,33,0,0,0,0,None,None,None,0,2,2010,WD,Normal,245350.0,2,2,0,3388.0,1.0,1.0,0.0,0.0,40,3,33,1,1,0,0,0,1,Winter,2.0,211.75,1,2.0,194.0,3,3,9,1,0.6192702536706883
1168,60,RL,58.0,10852,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,173,959.0,GasA,Ex,Y,SBrkr,959,712,0,1671,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2.0,472.0,TA,TA,Y,0,38,0,0,0,0,None,None,None,0,2,2006,WD,Normal,173000.0,6,6,0,2630.0,6.0,1.0,786.0,0.81875,30,1,38,1,0,0,1,0,1,Winter,3.5,208.875,1,6.0,157.33333333333334,3,3,9,0,0.5514726866096132
1169,70,RL,120.0,13728,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,501,1127.0,GasA,Ex,Y,SBrkr,1236,872,0,2108,0.0,0.0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2.0,540.0,TA,TA,Y,0,0,0,0,90,0,None,None,None,0,7,2008,WD,Normal,235000.0,73,22,1,3235.0,3.0,1.0,626.0,0.5549645390070922,42,-1,90,1,0,0,1,0,1,Summer,2.0,263.5,1,73.0,180.0,3,3,9,0,1.0155158283122123
1170,60,RL,118.0,35760,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387.0,Unf,0.0,543,1930.0,GasA,Ex,Y,SBrkr,1831,1796,0,3627,1.0,0.0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995.0,Fin,3.0,807.0,TA,TA,Y,361,76,0,0,0,0,None,None,None,0,7,2006,WD,Normal,625000.0,11,10,1,5557.0,6.0,1.0,1387.0,0.7182806835836354,50,5,76,1,1,0,1,0,1,Summer,4.5,329.72727272727275,1,11.0,201.75,3,3,9,1,0.620715659888293
1171,80,RL,76.0,9880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522.0,Unf,0.0,574,1096.0,GasA,TA,Y,SBrkr,1118,0,0,1118,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1.0,358.0,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,None,0,7,2008,WD,Normal,171000.0,31,31,0,2214.0,5.0,1.0,522.0,0.47584320875113945,36,0,0,0,1,1,1,0,1,Summer,2.0,159.71428571428572,1,31.0,179.0,3,3,9,0,0.756985765056364
1172,20,RL,76.0,9120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662.0,Unf,0.0,599,1261.0,GasA,Ex,Y,SBrkr,1261,0,0,1261,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2.0,433.0,TA,TA,Y,0,0,0,0,288,0,None,None,Shed,1400,11,2008,WD,Normal,163000.0,50,50,0,2522.0,5.0,1.0,662.0,0.5245641838351822,36,0,288,1,0,0,1,0,1,Fall,2.0,180.14285714285714,1,50.0,144.33333333333334,3,3,9,0,0.7875754493780567
1173,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,625,625.0,GasA,Ex,Y,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,Gd,5,Typ,0,None,Detchd,2006.0,Fin,2.0,625.0,TA,TA,Y,0,54,0,0,0,0,None,None,None,0,3,2008,WD,Normal,171900.0,2,1,1,1875.0,1.0,1.0,0.0,0.0,35,2,54,1,0,0,0,1,1,Spring,2.5,208.33333333333334,1,2.0,208.33333333333334,3,3,9,0,0.5436487208288634
1174,50,RL,138.0,18030,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,152.0,BLQ,469.0,977,1598.0,GasA,TA,Y,SBrkr,1636,971,479,3086,0.0,0.0,3,0,3,1,Ex,12,Maj1,1,Gd,None,,None,0.0,0.0,None,None,Y,122,0,0,0,0,0,None,MnPrv,None,0,3,2007,WD,Normal,200500.0,61,13,1,4205.0,3.0,4.0,621.0,0.3883677298311445,30,-1,0,0,1,0,1,0,1,Spring,3.0,237.3846153846154,0,0.0,0.0,0,0,0,0,1.020137850097024
1175,70,RL,80.0,16560,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503.0,Unf,0.0,449,952.0,GasA,TA,Y,SBrkr,1170,1175,0,2345,0.0,0.0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932.0,Unf,2.0,360.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,239000.0,74,56,1,3297.0,3.0,1.0,503.0,0.527806925498426,48,-2,0,0,0,0,1,0,1,Summer,2.5,234.5,1,74.0,120.0,3,3,9,0,0.6168762052643918
1176,50,RL,85.0,10678,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,983,1683.0,GasA,Ex,Y,SBrkr,2129,743,0,2872,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,Fin,2.0,541.0,TA,TA,Y,0,33,0,0,0,0,None,None,None,0,4,2007,WD,Normal,285000.0,15,7,1,4555.0,6.0,1.0,700.0,0.4156769596199525,40,3,33,1,0,0,1,0,1,Spring,2.5,287.2,1,15.0,180.33333333333334,3,3,9,1,0.8146880894171833
1177,20,RL,37.0,6951,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658.0,Unf,0.0,218,876.0,GasA,TA,Y,SBrkr,923,0,0,923,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,362,0,0,0,0,0,None,MnPrv,None,0,10,2008,WD,Normal,119500.0,24,23,1,1799.0,5.0,1.0,658.0,0.750285062713797,25,0,0,0,1,0,0,0,1,Fall,2.0,153.83333333333334,1,24.0,132.0,3,3,9,0,0.43853069401007433
1178,50,RM,60.0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,350,818.0,GasA,TA,Y,SBrkr,818,406,0,1224,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1926.0,Unf,1.0,210.0,TA,TA,N,0,0,116,0,0,0,None,None,None,0,12,2009,WD,Normal,115000.0,83,5,1,2042.0,3.0,1.0,468.0,0.5714285714285714,48,-2,116,1,0,0,0,1,1,Winter,1.0,204.0,1,83.0,105.0,3,3,9,0,0.9397167705730465
1179,50,RL,54.0,7681,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,731,731.0,GasA,Ex,Y,SBrkr,820,523,0,1343,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1.0,186.0,Fa,TA,Y,192,0,102,0,0,0,None,None,None,0,7,2009,WD,Normal,154900.0,88,59,1,2074.0,1.0,1.0,0.0,0.0,30,-1,102,1,1,0,1,0,1,Summer,1.5,167.875,1,88.0,93.0,2,3,6,0,0.6091967422857794
1180,20,RL,77.0,8335,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0,0.0,GasA,Gd,Y,SBrkr,1124,0,0,1124,0.0,0.0,1,0,3,1,TA,5,Min2,1,Gd,None,,None,0.0,0.0,None,None,N,0,36,190,0,0,0,None,None,None,0,4,2006,WD,Normal,93000.0,52,52,0,1124.0,,,0.0,0.0,25,0,226,1,0,0,1,0,1,Spring,1.0,187.33333333333334,0,0.0,0.0,0,0,0,0,0.8342703419874106
1181,60,RL,82.0,11170,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216.0,Unf,0.0,0,1216.0,GasA,Ex,Y,SBrkr,1298,1216,0,2514,0.0,0.0,2,1,4,1,TA,8,Typ,0,None,Attchd,1990.0,Fin,2.0,693.0,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,4,2006,WD,Normal,250000.0,16,15,1,3730.0,2.0,1.0,1216.0,0.9991783073130649,35,2,0,0,0,0,0,0,1,Spring,2.5,279.3333333333333,1,16.0,231.0,3,3,9,0,0.7685946906118425
1182,120,RM,64.0,5587,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0.0,120,1600.0,GasA,Ex,Y,SBrkr,1652,0,0,1652,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2.0,482.0,TA,TA,Y,162,53,0,153,0,0,None,None,None,0,11,2008,New,Partial,392500.0,0,0,0,3252.0,6.0,1.0,1480.0,0.924422236102436,40,3,206,1,1,0,1,0,1,Fall,3.5,275.3333333333333,1,0.0,160.66666666666666,3,3,9,1,0.8449264574406924
